seller_id,total_transactions,successful_transactions,avg_rating,rating_count,refund_rate,complaint_count,account_age_days,late_delivery_rate,average_response_time_hours,inventory_count,price_variance_index,review_sentiment_score,fraud_flag_history,chargeback_rate,verification_status,success_rate,complaint_ratio,trust_label,trust_score
1284,1821,797,2.32,3377,0.01,67,1556,0.074,9.65,3306,0.751,-0.54,0,0.156,0,0.437671609,0.0367929709,0,90.7
1285,1312,1312,3.99,1923,0.354,92,870,0.143,26.21,5794,0.322,-0.073,4,0.172,1,1,0.07012195122,0,127.66
1286,2474,684,2.86,2154,0.354,43,1012,0.441,1.69,7233,0.725,0.924,2,0.174,1,0.2764753436,0.0173807599,0,107.21
1287,4411,2476,2.6,2519,0.084,87,1371,0.27,43.22,9725,0.374,0.454,4,0.189,0,0.5613239628,0.01972341873,0,95.92
1288,970,250,4.81,3720,0.065,8,41,0.161,47.75,8174,0.289,0.951,0,0.037,1,0.2577319588,0.00824742268,0,148.86
1289,3480,3480,2.06,767,0.219,71,1530,0.274,18.68,5570,0.959,0.855,1,0.18,1,1,0.02040229885,0,114.63
1290,4485,4307,3.31,2144,0.252,77,1347,0.109,53.31,984,0.21,0.221,1,0.105,1,0.9603121516,0.01716833891,0,128.15
1291,4534,4432,2.06,1000,0.383,78,1493,0.013,28.09,6286,0.759,-0.472,3,0.033,1,0.9775033083,0.01720335245,0,98.53
1292,2674,2599,3.45,2134,0.151,61,1860,0.302,23.13,6234,0.675,0.514,3,0.131,0,0.9719521316,0.02281226627,0,118.73
1293,3810,1043,3.5,1922,0.247,85,545,0.357,68.89,6503,0.303,0.396,4,0.065,0,0.2737532808,0.02230971129,0,101.01
1294,2100,2081,2.96,1749,0.351,14,2393,0.44,42.8,1680,0.458,0.178,4,0.009,1,0.990952381,0.006666666667,0,113.24
1295,3550,3550,2.4,1516,0.18,5,1733,0.386,18.91,7128,0.143,0.396,2,0.016,0,1,0.001408450704,0,104.24
1296,1215,1215,3.13,3227,0.049,0,1177,0.463,70.81,8194,0.921,0.227,1,0.085,1,1,0,0,126
1297,425,425,4.02,670,0.151,19,2391,0.493,28.52,5181,0.968,0.039,1,0.165,0,1,0.04470588235,0,124.84
1298,2083,2083,4.35,2038,0.055,35,2624,0.372,47,6647,0.732,-0.168,3,0.062,0,1,0.01680268843,0,127.4
1299,195,195,3.59,1144,0.007,1,1578,0.434,52.39,4815,0.849,-0.911,0,0.153,0,1,0.005128205128,0,113.76
1300,4438,4226,3.77,2035,0.301,69,2116,0.337,30.98,6771,0.083,0.731,0,0.011,0,0.9522307346,0.01554754394,0,129.91
1301,481,481,2.6,3722,0.095,1,2330,0.085,39.05,2813,0.384,0.731,3,0.079,0,1,0.002079002079,0,112.24
1302,754,602,2.86,774,0.001,2,2380,0.091,18.02,9733,0.331,0.188,4,0.025,0,0.7984084881,0.002652519894,0,106.57
1303,2682,1362,2.49,2735,0.349,6,1008,0.055,34.07,3826,0.565,-0.464,1,0.173,1,0.5078299776,0.002237136465,0,98.35
1304,4544,4544,2.75,3378,0.178,83,2335,0.471,23.07,5143,0.183,-0.944,1,0.194,0,1,0.01826584507,0,95.49
1305,1013,1013,2.67,3507,0.096,63,2619,0.336,39.87,4089,0.563,-0.997,1,0.065,1,1,0.06219151037,0,107.63
1306,2284,2284,3.56,1682,0.105,40,2036,0.395,48.56,8085,0.654,-0.854,0,0.198,1,1,0.01751313485,0,122.35
1307,2091,2091,3.69,2848,0.096,53,2717,0.166,44.59,8783,0.132,-0.28,4,0.15,0,1,0.02534672406,0,114.95
1308,1878,255,4.83,3415,0.078,40,1876,0.23,56.15,6272,0.132,-0.623,0,0,1,0.1357827476,0.02129925453,0,130.47
1309,2158,2158,2.59,1556,0.336,4,2629,0.02,3.95,7828,0.035,-0.47,4,0.097,1,1,0.001853568119,0,104.94
1310,4118,2027,3.93,592,0.068,88,2538,0.445,6.58,3567,0.761,0.399,3,0.167,0,0.4922292375,0.02136959689,0,114.64
1311,988,801,4.45,680,0.225,81,253,0.427,15.58,7360,0.331,0.918,4,0.107,0,0.8107287449,0.08198380567,0,130.43
1312,4855,4554,3.68,1761,0.031,62,2169,0.392,70.99,2392,0.225,-0.586,0,0.11,0,0.9380020597,0.01277033986,0,117.62
1313,856,463,2.77,547,0.38,0,309,0.029,57.82,5691,0.778,-0.069,1,0.09,1,0.5408878505,0,0,107.79
1314,1513,1513,2.79,1831,0.241,24,1223,0.087,66.61,240,0.143,0.983,0,0.079,1,1,0.01586252479,0,131.4
1315,3465,2759,2.12,1195,0.361,80,1849,0.167,20.32,6464,0.427,0.863,3,0.005,1,0.7962481962,0.02308802309,0,108.22
1316,60,60,2.92,439,0.159,45,1787,0.132,41.74,1893,0.745,-0.295,1,0.124,0,1,0.75,0,108.9
1317,1918,1918,4.23,1647,0.324,14,2075,0.419,40.4,6041,0.574,-0.361,0,0.153,1,1,0.007299270073,0,134.26
1318,4917,895,2.14,3150,0.341,68,277,0.097,41.44,8886,0.554,-0.516,1,0.158,1,0.1820215579,0.01382957088,0,85.92
1319,934,934,2.66,2190,0.281,16,1414,0.266,51.95,4186,0.157,-0.689,3,0.125,0,1,0.01713062099,0,93.88
1320,3614,2941,4.12,198,0.037,20,1402,0.286,28.97,9500,0.181,-0.08,4,0.068,1,0.8137797454,0.005534034311,0,130.18
1321,1439,1439,4.35,1756,0.006,52,2943,0.213,49.08,4493,0.583,-0.318,4,0.005,1,1,0.0361362057,0,136.8
1322,3451,280,3.37,3836,0.067,54,2155,0.12,56.98,4932,0.024,0.49,2,0.179,0,0.08113590264,0.01564763837,0,104.08
1323,4371,3787,4.09,1711,0.047,86,2535,0.48,21.52,1378,0.869,-0.526,1,0.086,1,0.8663921299,0.01967513155,0,130.05
1324,874,874,3.16,2630,0.29,9,2663,0.207,68.15,2276,0.35,0.473,3,0.12,1,1,0.01029748284,0,123.51
1325,2315,948,2.48,3955,0.223,80,74,0.364,37.78,661,0.417,-0.424,0,0.039,0,0.4095032397,0.03455723542,0,88.78
1326,986,986,3.19,2336,0.21,56,2115,0.092,53.03,2120,0.258,0.185,0,0.028,0,1,0.05679513185,0,120.35
1327,2850,2850,3.74,3511,0.101,64,445,0.411,52.75,3108,0.877,0.277,2,0.017,0,1,0.02245614035,0,124.07
1328,2603,462,4.84,1658,0.062,36,2322,0.108,41.13,2765,0.643,0.344,0,0.16,0,0.1774875144,0.01383019593,0,130.98
1329,3895,865,2.21,2599,0.083,6,2570,0.338,23.91,7558,0.45,-0.649,3,0.129,0,0.2220795892,0.001540436457,0,74.19
1330,1846,1846,3.52,3916,0.16,75,2400,0.253,48.35,4058,0.585,-0.435,3,0.124,0,1,0.0406283857,0,111.28
1331,103,103,2.99,2021,0.296,39,1305,0.073,7.2,1187,0.38,-0.508,4,0.184,1,1,0.3786407767,0,109.76
1332,776,776,3.52,1194,0.102,49,2545,0.012,70.68,7759,0.466,0.152,1,0.032,0,1,0.0631443299,0,125.35
1333,2786,2786,2.07,2803,0.279,0,1114,0.465,14.06,9244,0.358,-0.849,1,0.034,0,1,0,0,86.38
1334,3220,3220,2.94,2956,0.197,19,1172,0.063,20.56,2566,0.411,0.037,0,0.038,1,1,0.005900621118,0,125.51
1335,1963,1963,4.46,2510,0.354,30,116,0.352,68.77,6804,0.315,-0.825,1,0.085,1,1,0.01528273051,0,131.97
1336,1646,276,3.66,2946,0.093,67,2157,0.326,14.24,9825,0.078,-0.326,2,0.175,1,0.1676792224,0.04070473876,0,109.59
1337,1964,1964,3.35,860,0.18,89,257,0.171,13.08,7606,0.037,0.373,1,0.176,1,1,0.04531568228,0,130.81
1338,2516,1020,2.86,179,0.039,11,2560,0.093,58.12,2094,0.174,-0.175,0,0.118,0,0.4054054054,0.004372019078,0,101.56
1339,2787,2787,2.89,839,0.134,21,1868,0.089,18.84,2481,0.252,-0.439,1,0.132,1,1,0.007534983854,0,117.74
1340,899,899,3.15,2755,0.203,0,652,0.293,7.73,4788,0.89,0.232,3,0.18,0,1,0,0,110.8
1341,2159,2159,4.51,1090,0.293,0,1636,0.273,17.09,2395,0.611,0.481,3,0.125,1,1,0,0,143.08
1342,52,52,4.9,1273,0.079,2,514,0.438,64.07,8167,0.958,-0.491,4,0.046,0,1,0.03846153846,0,129.56
1343,4305,1104,3.32,778,0.087,75,2917,0.32,20.9,9496,0.34,-0.401,4,0.141,0,0.256445993,0.01742160279,0,92
1344,4119,4052,3.18,367,0.253,20,54,0.41,50.35,928,0.402,0.281,4,0.154,0,0.983733916,0.004855547463,0,107.75
1345,4926,3829,4.54,2258,0.153,12,1844,0.016,29.05,4757,0.72,0.93,4,0.127,0,0.7773041007,0.002436053593,0,136.22
1346,942,942,3.28,2501,0.193,60,1255,0.335,19.61,9805,0.578,-0.572,1,0.055,0,1,0.06369426752,0,109.68
1347,2080,2080,3.66,3918,0.334,12,1278,0.117,11.23,5746,0.528,0.308,0,0.08,0,1,0.005769230769,0,126
1348,3210,3210,2.69,2884,0.2,81,808,0.126,70.03,5591,0.576,0.813,1,0.094,0,1,0.02523364486,0,116.28
1349,2426,2426,4.23,1335,0.261,32,960,0.36,38,1091,0.584,-0.076,0,0.029,0,1,0.01319043693,0,129.88
1350,4725,736,3.6,3187,0.263,5,2872,0.397,9.15,8577,0.766,-0.366,0,0.09,0,0.1557671958,0.001058201058,0,99.64
1351,1983,1983,4.43,3883,0.321,24,1632,0.186,15.12,7876,0.668,0.334,0,0.032,1,1,0.01210287443,0,147.79
1352,1430,783,4.34,2158,0.255,22,1612,0.395,29.92,7633,0.957,-0.937,0,0.1,0,0.5475524476,0.01538461538,0,112.91
1353,3731,617,2.65,1130,0.026,87,782,0.222,39.64,6560,0.948,-0.28,3,0.01,0,0.1653712142,0.02331814527,0,86.55
1354,1340,1340,4.15,1698,0.137,25,1743,0.429,13.91,9610,0.422,-0.484,0,0.19,1,1,0.01865671642,0,134.16
1355,1690,1690,4.4,2995,0.396,3,1130,0.012,20.72,2113,0.036,-0.551,1,0.049,0,1,0.001775147929,0,126.94
1356,2732,2732,3.04,2086,0.079,34,455,0.042,56.64,5645,0.011,-0.64,0,0.093,1,1,0.01244509517,0,121.66
1357,1037,1037,2.52,1539,0.235,74,689,0.388,30.64,5926,0.123,0.474,3,0.007,1,1,0.07135969142,0,114.06
1358,1268,1268,2.01,2722,0.337,99,1547,0.312,1.1,8218,0.075,0.91,1,0.039,0,1,0.07807570978,0,103.68
1359,1405,1405,3.35,1471,0.235,24,2762,0.28,4.83,442,0.373,-0.23,2,0.139,0,1,0.01708185053,0,111.24
1360,4315,3185,3.06,1412,0.149,19,576,0.307,32.19,4060,0.053,-0.902,1,0.022,0,0.7381228273,0.004403244496,0,99.12
1361,4666,4332,3.66,82,0.032,0,1130,0.465,5.27,246,0.625,0.438,3,0.126,0,0.9284183455,0,0,120.46
1362,4185,2228,2.56,263,0.145,93,2993,0.328,13.35,316,0.19,0.076,3,0,0,0.5323775388,0.02222222222,0,93.35
1363,1610,194,4.58,1944,0.073,67,2132,0.324,52.68,5891,0.514,0.447,4,0.093,1,0.1204968944,0.04161490683,0,127.31
1364,1468,1468,2.77,525,0.384,22,1526,0.38,35.11,33,0.103,0.296,2,0.144,1,1,0.01498637602,0,114.51
1365,1004,1004,2.68,2806,0.286,98,1492,0.433,35.25,5429,0.828,0.811,0,0.185,0,1,0.09760956175,0,112.84
1366,1033,1033,3.44,3631,0.3,21,1765,0.131,43.47,9215,0.78,-0.719,3,0.099,0,1,0.02032913843,0,106.61
1367,1024,1024,3.5,1053,0.174,94,1801,0.308,56.98,690,0.386,-0.662,4,0.168,1,1,0.091796875,0,115.51
1368,4183,432,2.65,1658,0.044,61,2391,0.292,12.26,1525,0.911,-0.317,4,0.161,0,0.1032751614,0.01458283529,0,80.46
1369,4022,443,2.82,2592,0.107,0,1373,0.067,13.29,961,0.186,-0.017,0,0.059,1,0.1101442069,0,0,106.47
1370,963,74,2.51,430,0.104,58,2297,0.26,9.62,5417,0.814,0.851,1,0.175,0,0.07684319834,0.06022845275,0,94.79
1371,4599,4187,4.16,2503,0.195,67,1424,0.035,67.51,424,0.546,0.814,2,0.128,0,0.9104153077,0.01456838443,0,135.19
1372,86,86,4.31,888,0.184,18,1269,0.092,41.99,4858,0.33,0.744,0,0.021,0,1,0.2093023256,0,143.2
1373,3437,897,3.39,145,0.173,29,78,0.456,7.58,9625,0.084,-0.555,0,0.188,0,0.2609834158,0.008437590922,0,96.48
1374,1761,48,4.14,3586,0.198,0,1850,0.06,16.67,4521,0.171,0.459,1,0.035,1,0.0272572402,0,0,126.32
1375,3070,394,4.21,3841,0.395,47,2540,0.289,52.52,4981,0.863,-0.233,1,0.094,0,0.1283387622,0.01530944625,0,106.63
1376,845,845,2.41,1334,0.119,18,2195,0.162,3.06,4995,0.607,0.862,3,0.093,0,1,0.02130177515,0,109.44
1377,4086,609,4.9,1642,0.246,51,2159,0.278,52.52,7979,0.237,-0.571,1,0.125,0,0.1490455213,0.01248164464,0,116.05
1378,4738,575,4.46,42,0.096,84,1776,0.117,65.71,7660,0.496,-0.717,1,0.133,0,0.1213592233,0.01772899958,0,111.22
1379,3161,3161,2.61,2704,0.187,21,525,0.222,5,5380,0.108,0.685,2,0.047,0,1,0.006643467257,0,111.5
1380,1374,1374,2.56,1800,0.08,49,663,0.434,14.24,6531,0.099,0.434,2,0.07,0,1,0.03566229985,0,107.5
1381,367,367,2.38,287,0.223,65,2914,0.188,1.17,5467,0.908,0.643,2,0.029,1,1,0.1771117166,0,117.62
1382,2446,2446,2.42,2190,0.106,5,631,0.177,8.74,459,0.458,-0.684,0,0.025,0,1,0.00204415372,0,100.85
1383,2212,2212,4.24,759,0.015,63,2847,0.223,44.81,7338,0.362,0.77,2,0.165,0,1,0.02848101266,0,138.2
1384,2795,482,3.41,3608,0.326,20,2750,0.05,4.18,8293,0.949,0.355,2,0.15,0,0.172450805,0.007155635063,0,102.26
1385,1641,1641,4.35,3870,0.051,96,205,0.194,31.23,6638,0.399,0.303,4,0.089,1,1,0.05850091408,0,141.68
1386,3161,1411,4.24,2183,0.147,18,2882,0.003,36.74,7596,0.336,0.165,2,0.019,1,0.4463777286,0.005694400506,0,132.75
1387,3980,1497,3.81,2402,0.191,90,668,0.252,65.37,2961,0.273,0.53,0,0.09,1,0.3761306533,0.02261306533,0,128.69
1388,2046,2046,4.06,26,0.173,36,326,0.424,34.67,3135,0.565,-0.169,4,0.059,0,1,0.01759530792,0,118.78
1389,1362,1246,2.06,2881,0.29,62,1313,0.276,11.12,6754,0.558,-0.734,0,0.156,1,0.9148311307,0.04552129222,0,98.19
1390,1335,910,2.94,2619,0.239,28,1904,0.304,21.54,1547,0.016,0.079,0,0.019,1,0.6816479401,0.02097378277,0,116.71
1391,4361,3844,3.91,2704,0.118,59,504,0.015,48.73,3178,0.654,0.496,4,0.09,1,0.8814492089,0.01352900711,0,135.42
1392,2433,2433,2.03,2687,0.021,91,1676,0.43,8.96,5697,0.788,-0.693,4,0.118,1,1,0.03740238389,0,94.72
1393,3289,114,2.1,1411,0.307,33,1988,0.193,17.45,1905,0.616,-0.552,4,0.197,0,0.03466099118,0.01003344482,0,65.17
1394,2189,2189,4.56,827,0.141,0,2613,0.487,71.7,7813,0.87,0.393,4,0.018,1,1,0,0,142.16
1395,1754,1198,4.05,2117,0.356,47,1090,0.06,1.39,8386,0.276,-0.461,0,0.023,0,0.6830102623,0.0267958951,0,118.63
1396,412,412,2.8,1670,0.158,88,1818,0.472,11.81,1466,0.192,-0.66,4,0.198,1,1,0.213592233,0,103.33
1397,2654,2654,4.06,476,0.287,20,54,0.317,60.9,1504,0.697,0.779,1,0.081,1,1,0.007535795026,0,143.4
1398,1766,1766,4.38,637,0.376,33,378,0.026,8.2,5070,0.189,-0.678,2,0.149,0,1,0.01868629672,0,122.53
1399,4501,2556,2.92,2448,0.26,25,666,0.486,3.39,9350,0.091,-0.312,2,0.157,1,0.5678738058,0.005554321262,0,102.71
1400,4336,2897,2.11,2993,0.165,35,256,0.007,9.61,9489,0.097,-0.143,1,0.063,1,0.6681273063,0.00807195572,0,103.41
1401,3788,3546,4.8,2742,0.227,98,1401,0.365,50.25,1760,0.768,-0.048,0,0.043,0,0.9361140444,0.02587117212,0,137.76
1402,2519,2519,3.04,1220,0.217,22,67,0.445,71.51,9446,0.029,-0.277,0,0.055,1,1,0.008733624454,0,119.58
1403,4845,2224,2.32,2555,0.234,80,1436,0.088,42.94,6497,0.289,0.825,2,0.153,1,0.4590299278,0.01651186791,0,107.31
1404,606,606,3.48,609,0.059,46,2647,0.172,9.83,183,0.129,0.317,3,0.168,1,1,0.07590759076,0,130.08
1405,875,475,4.31,1748,0.279,75,2313,0.281,14.05,4322,0.755,-0.281,1,0.14,0,0.5428571429,0.08571428571,0,117.3
1406,2858,2858,2.66,1394,0.058,43,1234,0.34,39.18,3287,0.503,-0.285,1,0.088,1,1,0.01504548635,0,114.9
1407,4571,4046,2.81,1856,0.006,19,2191,0.436,51.81,2031,0.205,0.006,2,0.053,0,0.8851454824,0.004156639685,0,105.93
1408,2769,2769,2.73,1865,0.25,26,2383,0.381,48.07,5708,0.75,-0.933,4,0.085,0,1,0.009389671362,0,90.21
1409,3558,3367,4.98,2506,0.047,60,2209,0.182,41.81,1406,0.75,0.853,3,0.183,1,0.9463181563,0.01686340641,0,156.8
1410,3791,291,2.59,3775,0.308,36,377,0.411,71.03,183,0.523,-0.553,0,0.173,0,0.07676074914,0.009496175152,0,79.4
1411,1624,1624,3.73,1897,0.346,83,1233,0.483,15.06,6231,0.276,0.395,0,0.065,1,1,0.05110837438,0,134.23
1412,4048,4048,4.78,689,0.378,51,2492,0.113,13.28,7561,0.586,0.555,0,0.066,0,1,0.01259881423,0,144.79
1413,2179,2179,2.44,3262,0.266,74,1012,0.037,61.99,2256,0.934,0.655,0,0.156,1,1,0.03396053235,0,122.23
1414,2453,121,4.91,1845,0.193,91,761,0.213,21.65,6755,0.052,-0.669,1,0.085,0,0.04932735426,0.03709743172,0,115.07
1415,3379,3379,4.84,2187,0.141,61,2731,0.441,24.61,3088,0.267,0.073,1,0.115,1,1,0.01805267831,0,148.66
1416,638,638,4.65,158,0.196,65,2462,0.075,39.96,3061,0.285,-0.833,4,0.084,1,1,0.1018808777,0,133.89
1417,2062,2062,2.64,1505,0.076,23,2589,0.443,28.07,4739,0.632,0.61,1,0.048,0,1,0.0111542192,0,112.65
1418,1597,1012,3.9,827,0.139,79,1096,0.496,21.42,1709,0.651,-0.027,4,0.038,1,0.6336881653,0.04946775204,0,120.48
1419,344,344,4.28,1754,0.287,11,1533,0.027,66.12,6678,0.206,-0.683,4,0.028,0,1,0.03197674419,0,119.52
1420,2035,2035,4.96,1656,0.087,15,1171,0.248,10.18,9164,0.216,0.437,0,0.002,1,1,0.007371007371,1,159.96
1421,3167,723,2.54,3005,0.106,35,1624,0.164,29.7,3101,0.928,-0.338,0,0.056,0,0.2282917588,0.01105146827,0,90.5
1422,1740,1740,4.3,2557,0.3,1,2138,0.197,1.21,3794,0.756,-0.771,1,0.034,1,1,0.0005747126437,0,132.98
1423,1186,185,3.02,1682,0.071,88,2630,0.226,58.33,1854,0.934,-0.078,1,0.052,0,0.1559865093,0.0741989882,0,96.79
1424,2114,2114,2.53,1388,0.098,61,1839,0.37,12.96,6407,0.83,-0.53,4,0.015,0,1,0.02885525071,0,94.33
1425,4505,1842,3.26,1949,0.007,63,2265,0.296,55.88,3261,0.402,0.9,2,0.068,0,0.4088790233,0.01398446171,0,113.33
1426,4845,4144,4.38,3292,0.288,28,482,0.481,11.55,7530,0.122,-0.277,0,0.104,1,0.8553147575,0.005779153767,0,134.87
1427,4593,1437,3.39,667,0.247,91,2924,0.166,30.59,9952,0.63,0.145,3,0.189,1,0.3128674069,0.01981275855,0,110.3
1428,4820,1246,3.61,3677,0.278,73,2264,0.271,52.7,902,0.352,0.897,2,0.069,1,0.2585062241,0.01514522822,0,121.72
1429,1057,1057,4.99,1063,0.086,86,1793,0.407,20.23,8416,0.425,-0.213,0,0.006,1,1,0.08136234626,0,152.3
1430,2564,2564,3.2,586,0.275,95,193,0.187,23.29,3439,0.426,-0.284,0,0.072,1,1,0.03705148206,0,123.44
1431,3576,3576,3.85,3105,0.239,30,1477,0.233,48.38,6755,0.937,-0.675,1,0.163,1,1,0.008389261745,0,126.46
1432,4731,581,3.1,3041,0.146,82,131,0.342,14.33,3654,0.069,0.877,3,0.068,0,0.1228070175,0.01733248785,0,100.44
1433,1297,1297,3.18,732,0.175,14,1482,0.43,68.58,5349,0.193,0.601,3,0.058,0,1,0.01079414032,0,115.2
1434,3952,1206,4.09,2279,0.227,54,720,0.208,14.4,615,0.608,-0.558,0,0.184,1,0.3051619433,0.01366396761,0,119.55
1435,1485,1485,4.81,2659,0.197,32,1480,0.266,54.25,8753,0.884,-0.335,4,0.059,0,1,0.02154882155,0,129.6
1436,621,621,3.63,1651,0.257,80,2655,0.488,57.98,4424,0.918,0.83,3,0.194,1,1,0.1288244767,0,131.07
1437,2432,1027,4.31,693,0.072,51,2688,0.021,27.58,2523,0.559,0.075,2,0.167,1,0.4222861842,0.02097039474,0,131.89
1438,1295,1295,2.27,751,0.216,99,1996,0.224,12.09,7053,0.035,0.113,4,0.137,1,1,0.07644787645,0,105.33
1439,2134,2134,2.63,2982,0.18,19,565,0.318,12.78,1187,0.363,0.296,1,0.12,1,1,0.008903467666,0,118.33
1440,327,327,3.51,3670,0.184,72,2838,0.004,70.97,5191,0.919,0.524,0,0.045,0,1,0.2201834862,0,129.64
1441,1937,1937,2.06,2637,0.188,37,2055,0.298,52.5,1493,0.5,0.879,0,0.146,0,1,0.01910170367,0,107.43
1442,4629,402,2.76,3958,0.353,2,1730,0.028,32.95,3321,0.727,0.604,2,0.069,1,0.08684381076,0.00043205876,0,103.91
1443,1315,1315,3.55,2458,0.327,53,2973,0.429,19.27,4295,0.269,0.869,2,0.097,0,1,0.04030418251,0,122.78
1444,4876,878,2.04,2055,0.252,65,1493,0.404,2.34,7323,0.025,0.641,1,0.021,0,0.1800656276,0.01333059885,0,85.58
1445,1090,1090,2.79,3946,0.287,17,1659,0.016,48.6,9747,0.578,-0.907,1,0.059,0,1,0.01559633028,0,100.72
1446,967,967,3.54,2958,0.017,86,1908,0.024,68.94,9698,0.835,-0.765,3,0.106,1,1,0.08893485005,0,122.9
1447,935,533,3.72,1637,0.298,82,153,0.377,8.59,8274,0.99,0.77,4,0.094,1,0.5700534759,0.08770053476,0,122.72
1448,2802,2802,4.78,2569,0.194,6,2745,0.185,54.57,5368,0.847,-0.945,0,0.069,0,1,0.002141327623,0,131.8
1449,71,71,3.94,2145,0.127,34,2426,0.288,11.88,6569,0.554,0.588,3,0.094,0,1,0.4788732394,0,128.26
1450,4619,3655,3.24,1498,0.056,83,278,0.135,57.24,1100,0.609,0.7,1,0.149,1,0.7912968175,0.01796925742,0,130.75
1451,3241,344,4.79,59,0.03,83,2001,0.086,27.31,9818,0.824,-0.169,2,0.092,1,0.1061400802,0.02560937982,0,131.05
1452,2403,2403,4.35,112,0.018,82,1324,0.148,51.56,4812,0.02,-0.29,3,0.101,1,1,0.03412401165,0,138.59
1453,4849,1070,2.6,377,0.065,79,1482,0.123,66.77,9189,0.952,-0.611,2,0.14,1,0.2206640544,0.01629201897,0,94.7
1454,736,736,2.39,945,0.012,84,1623,0.224,45.03,1601,0.531,-0.902,4,0.168,0,1,0.1141304348,0,89.73
1455,334,334,4.03,3573,0.293,92,2784,0.373,66.37,5911,0.952,0.491,2,0.105,1,1,0.2754491018,0,137.18
1456,4861,287,3.68,3639,0.099,59,742,0.277,17.69,8089,0.765,-0.853,0,0.19,1,0.05904134952,0.01213742028,0,106.7
1457,3797,604,4.37,1724,0.147,23,276,0.305,70.45,8789,0.152,0.889,4,0.071,1,0.1590729523,0.006057413748,0,128.66
1458,812,812,4.22,1812,0.329,92,510,0.235,62.97,9044,0.165,-0.407,2,0.051,1,1,0.1133004926,0,132.44
1459,2478,1582,3.88,3349,0.046,94,2175,0.162,8.64,3659,0.354,0.588,3,0.139,1,0.6384180791,0.03793381759,0,132.15
1460,2557,2557,4.96,1430,0.334,38,2406,0.072,30.36,1575,0.264,-0.881,0,0.035,0,1,0.01486116543,0,134.51
1461,78,78,3.6,3401,0.256,11,1478,0.177,66.82,3619,0.439,0.073,0,0.18,1,1,0.141025641,0,132.32
1462,956,956,2.34,3601,0.137,93,1058,0.333,6.55,2939,0.604,-0.302,1,0.077,1,1,0.09728033473,0,108.92
1463,3154,1134,4.48,3530,0.047,52,2043,0.367,33.22,731,0.437,-0.94,1,0.14,1,0.3595434369,0.01648700063,0,122.22
1464,4049,4049,2.76,1810,0.037,63,488,0.235,52.38,1814,0.056,0.312,3,0.114,0,1,0.01555939738,0,109.48
1465,3044,3044,4.33,3557,0.134,3,2873,0.322,3.37,664,0.976,0.886,1,0.011,0,1,0.0009855453351,0,141.47
1466,2556,2556,4.87,2955,0.056,93,622,0.105,54.45,8346,0.425,-0.978,2,0.142,1,1,0.03638497653,0,140.96
1467,4715,233,4.09,3671,0.107,4,527,0.43,26.65,7694,0.851,-0.459,1,0.158,0,0.04941675504,0.0008483563097,0,103.26
1468,3659,2805,3.79,2966,0.021,15,2164,0.433,18.71,9898,0.074,0.407,0,0.196,1,0.766602897,0.004099480732,0,134.65
1469,3603,2362,3.38,3321,0.238,26,2479,0.16,41.89,6463,0.81,0.743,3,0.083,0,0.6555648071,0.007216208715,0,114.24
1470,1503,1503,3.09,2315,0.058,3,1346,0.274,39.65,4249,0.173,-0.618,2,0.101,1,1,0.001996007984,0,116.55
1471,4883,2273,3.06,3789,0.303,71,226,0.303,63.05,902,0.679,-0.859,0,0.175,1,0.4654925251,0.01454024165,0,102.29
1472,3406,336,3.91,2005,0.087,47,2841,0.236,49,4300,0.662,-0.983,0,0.054,1,0.09864944216,0.01379917792,0,111.59
1473,565,565,4.25,1977,0.319,7,56,0.456,30.95,1670,0.91,-0.57,4,0.038,0,1,0.01238938053,0,115.32
1474,88,88,4.04,3923,0.076,80,1747,0.37,47.16,4923,0.321,-0.857,1,0.027,1,1,0.9090909091,0,129.92
1475,3392,1890,2.6,3724,0.289,45,2212,0.336,54.26,7346,0.109,-0.281,2,0.196,1,0.5571933962,0.01326650943,0,98.68
1476,936,936,3.48,399,0.133,43,1143,0.26,67.55,7360,0.865,-0.12,3,0.054,0,1,0.04594017094,0,114.86
1477,2894,752,4.37,1376,0.233,66,2283,0.042,51,3930,0.332,-0.04,3,0.151,0,0.2598479613,0.02280580511,0,113.92
1478,2254,809,3.43,782,0.015,90,1468,0.054,39.61,9338,0.233,-0.715,3,0.09,1,0.35891748,0.03992901508,0,108.81
1479,1148,558,3.61,2811,0.198,51,632,0.15,27.48,1309,0.486,-0.072,4,0.048,1,0.4860627178,0.04442508711,0,115.2
1480,1873,373,4.31,3468,0.059,33,1121,0.106,64.3,2533,0.146,-0.982,2,0.183,0,0.1991457555,0.01761879338,0,106.04
1481,3251,3251,3.98,403,0.195,61,391,0.476,57.27,1670,0.297,-0.521,0,0.093,0,1,0.0187634574,0,120.88
1482,3205,3205,3.23,692,0.057,20,1313,0.205,6.48,9516,0.385,-0.262,4,0.113,0,1,0.00624024961,0,108.8
1483,3143,238,4.69,3740,0.175,23,2735,0.438,50.67,8635,0.277,-0.763,1,0.044,0,0.07572383073,0.007317849189,0,109.79
1484,3580,3580,2.49,279,0.044,43,1116,0.409,39.25,7640,0.45,0.628,0,0.065,0,1,0.01201117318,0,113.23
1485,3828,3436,4.99,158,0.088,40,2045,0.406,8.36,4522,0.385,-0.598,3,0.15,0,0.8975966562,0.01044932079,0,128.94
